의도ID,의도유형,의도명,의도그룹,컨텍스트,사용상태,총 사용빈도,질의문 갯수,대표질의문,display질의문,질의문,등록자 / 수정자,등록일 / 수정일,등록일 / 수정일,단순응답
INT5f8157824d3e4af6aedf12196b5bc3dc,질의응답,lg cns 사보,홍보,"사보,모아진",제한사용(정직원+Y사번),1353,9,lg cns 사보는 어디에서 볼수 있나요,LG CNS 사보 안내,"lg cns 사보,lg cns family,lg cns 사보는 어디에서 볼수 있나요,lg cns 온라인 사보,회사 사보,사보 어디에서 보나요,사보 주소,모아진,cns 사보",/ _vpasys,2017.09.15 11:06:54 / 2022.01.27 17:39:46,2022.01.27 17:39:46,"### **LG CNS 사보 안내**

---

LG CNS 사보는 **[[BBS>사내뉴스]](https://ep.lgcns.com/lightpack/board/boardItem/listBoardItemView.do?boardId=0BB1129189245313&popupYn=false)**게시판에서 [온라인 사보] 게시글을 선택하여 확인할 수 있습니다. 참고로 인쇄 사보는 발행하지 않습니다."
INTe640360f43d1439c9df64de5cbf00768,질의응답,오픈스튜디오 이용,LGCNS_시설,,제한사용(정직원+Y사번),2133,20,ld 스튜디오,오픈스튜디오 이용 안내,"오픈스튜디오,오픈스튜디오 이용,카메라 임대,캠코더 임대,편집용 pc 방문 사용,촬영실 사용,녹음실 사용,편집용 pc 사용 신청,카메라 임대 신청,촬영실 사용 신청,ld 스튜디오,ld 스튜디오 이용,스튜디오,배움마당 촬영,생방송,생중계,촬영,인터뷰,라이브방송,화상교육",_vpatutor / _vpasys,2020.02.10 15:42:17 / 2022.01.26 14:06:06,2022.01.26 14:06:06,"**오픈스튜디오 이용 안내**

||||

구성원의 다양한 라이브 방송, 영상물 작업 등을 지원하기 위해 스튜디오 6개소를 운영하고 있습니다.

** ▶ 스튜디오별 위치/제공 서비스** 
- 스튜디오(M1): 사무동 3층 중앙계단 인근 / 카메라 등 방송장비 임대, 영상 편집용 PC 사용, 라이브 방송, 촬영
- 스튜디오(M2): 사무동 3층 연구동 연결복도 인근 / 라이브 방송, 촬영
- 스튜디오(M3~M6): 사무동 3층 연구동 연결복도 반대편 / 화상교육, 촬영

** ▶ 상세 이용방법 **
- [[WIRE> 오픈스튜디오 이용]](https://wire.lgcns.com/confluence/pages/viewpage.action?pageId=49154314) 에서 확인

※ 이용문의: 오픈스튜디오 (02-2099-5029)"
INTfbfec0a02c12400ea2b4e9602984e9d7,질의응답,하이브리드 러닝 스페이스,LGCNS_시설,,제한사용(정직원+Y사번),362,6,하이브리드,하이브리드 러닝 스페이스 이용 안내,"하이브리드 러닝 스페이스 이용 안내,하이브리드,하이브리드 러닝,하이브리드 러닝 스페이스,온오프,온라인오프라인",_vpasys / _vpasys,2022.01.26 14:00:26 / 2022.01.26 14:02:33,2022.01.26 14:02:33,"** 하이브리드 러닝 스페이스 이용 안내 **
||||
구성원의 실시간 교육, 세미나, 공유회 진행 시 온/오프라인 동시 참가 가능한 하이브리드 러닝 스페이스를 운영하고 있습니다.

** ▶ 위치 **
- 사무동 3층 연구동 연결복도 반대편

** ▶ 상세 이용방법 **
- [[WIRE> 하이브리드 러닝 스페이스 사용자 매뉴얼]](https://wire.lgcns.com/confluence/x/YIm0EQ) 에서 확인"
INT31ab708b0d3b420d99f5aa0cf0ec1b2c,질의응답,메일 첨부파일 사이즈 제한,EP,"대용량메일,메일",제한사용(정직원+Y사번),2820,8,메일 첨부파일,메일 첨부파일 사이즈 제한 안내,"메일 첨부,메일 첨부파일 사이즈 제한,첨부파일 사이즈,메일 첨부파일 사이즈,메일 첨부파일 크기,첨부파일 사이즈 제한,메일 첨부파일,외부 메일로 전송시에도 원드라이브 링크로 다운로드 가능한지",50496 / _vpasys,2017.11.16 13:34:55 / 2022.01.25 11:04:08,2022.01.25 11:04:08,"**메일 첨부파일 사이즈 제한 안내**

M365 Mail에서는 OneDrive링크를 통해 **대용량 첨부파일을 사이즈 제한없이 발송**할 수 있습니다.
-일반 사이즈(100MB 이하)의 파일은 메일 작성 화면에 파일 드래그를 통해 바로 첨부 가능
-100MB 이상의 대용량 파일은 파일첨부 버튼(@)을 클릭해 ""OneDrive 링크로 업로드 및 공유""를 선택해 첨부
-**외부 메일(고객사) 전송시**에도 동일하게 **대용량 파일 첨부시 원드라이브 링크로 발송**됩니다.

※ **메일 전송시 첨부 파일 관련한 문제가 발생하시는 경우** 
1) BBS > Mail/일정/Teams문의 게시판에 검색 또는 담당자 문의 
**[[Mail/일정/Teams 문의 바로가기>>]](https://ep.lgcns.com/lightpack/board/boardItem/listBoardItemView.do?boardId=159411163025447&popupYn=true)**
2) 하단의 연관 버튼을 클릭하여 메일 담당자분께 문의 부탁드립니다.

※ 외부메일의 경우에도 원드라이브 링크로 발송이 되나 예외적인 상황이 발생 할 수 있어 메일 담당자를 통하여 해결 부탁드립니다."
INTb69a5bbba8bc4c87962d1798bab322a7,질의응답,매출 확정 요청,시스템링크_U-Accounting,"매출,확정,매출계약",제한사용(정직원+Y사번),1861,13,* 매출 확정 요청,매출 확정 요청,"매출 확정 요청,매출 확정 요청은 누구에게 하나요,매출 확정 요청 방법,어떻게 매출 확정 하는 지,어떻게 매출을 확정 요청하나요,매출 확정 누구한테 요청하지,매출 확정 누가 하지,매출 확정 누가 하나,매출 확정 담당자,매출 확정 문의,매출 확정 누구에게 물어봐,매출확정문의처,매출 확정 궁금해",/ _vpasys,2017.07.20 10:45:37 / 2022.01.17 13:21:41,2022.01.17 13:21:41,매출 확정은 [[사업부별 재무회계팀 담당자]](https://kit.lgcns.com/LGCNS.KIT.MAIN/STA/KITSTA_SystemLegacy.aspx?syscd=LSA&all=Y)에게 요청해 주세요.
INT6be1b65a46d448159197d8dacf7bfd88,질의응답,통제비용 부서간전용,UAS-통제예산,"통제비용,부서간전용",제한사용(정직원+Y사번),691,2,비용 부서간 전용,통제비용 부서간전용,"통제비용 부서간전용,비용 부서간 전용",_vpasys / 70976,2022.01.09 23:16:09 / 2022.01.10 18:43:37,2022.01.10 18:43:37,"**Singlex UAS 통제비용 신청 안내**
||||
통제비용 신청 부서간전용 : 부서간 예산을 전용하도록 요청

※부서간 전용은 받는 조직, 기준월+2개월(총3개월) 예산내에서만 신청가능합니다."
INT5861abe5cbef4b808609d5fcd681808c,질의응답,연체료 비용 처리,UAS,,제한사용(정직원+Y사번),168,6,연체 비용 처리,연체료 비용 처리 문의,"연체료 비용 처리 문의,연체료 처리 방법,연체료 질문,연체 비용 처리,연체 비용 질문,연체 비용 문의",_vpasys / _vpasys,2022.01.09 22:59:25 / 2022.01.10 10:07:21,2022.01.10 10:07:21,"연체료는 회사 비용으로 처리 불가하며 개인이 처리하셔야 합니다. 
||||
프로젝트 및 사무실의 발생 비용인 각종 지로 납부 세금(전기료, 수도세, 통신비, 전화요금 등)에 연체료가 포함되어 있을 경우에는 아래 방법 중 선택하여 처리하세요.

1. 개인이 납부 후 실지급 처리
   - 개인이 전체 금액을 납부하고, 연체료를 제외한 금액을 실지급 처리 요청   
   - 개인카드로 결제한 경우 **[SINGLEX UAS>경비처리>기타증빙>개인카드](https://uas-lgcns.singlex.com/service/view.ncd?menuCd=SUA0200101500)**에서 실지급처를 본인으로 입력
   - 현금으로 결제한 경우 **[SINGLEX UAS>경비처리>기타증빙>국공채/공문/기타](https://uas-lgcns.singlex.com/service/view.ncd?menuCd=SUA0200101700)**에서 실지급처를 본인으로 입력

2. 법인카드로 납부 후 연체료 회사에 입금
   - 법인카드로 전체 금액을 결제하고, 연체료는 **[[[경비] 입금내역서]](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=542)**를 작성하여 회사 계좌로 입금"
INT80210767418747448cddba4357ba98dd,질의응답,품의서 개별청구,UAS,"품의서,개별청구",제한사용(정직원+Y사번),2529,9,출장비 개별 청구,품의서 개별청구,"품의서 개별청구,출장 활동비 분할 청구 방법,출장비 분할 청구,출장비 개별적으로 청구 방법,출장비 개별 청구 방법,출장 활동비 청구 방법,활동비 개별 청구,출장비 개별 청구,출장 활동비 개별적으로 청구",_vpasys / _vpasys,2022.01.09 22:59:33 / 2022.01.09 23:57:54,2022.01.09 23:57:54,"출장 품의 시 활동비 지급 방법을 ""품의서 승인 후 개별적으로 청구""를 선택한 경우, [[SINGLEX UAS>경비처리>기타증빙>출장비 개별(분할)청구]](https://uas-lgcns.singlex.com/service/view.ncd?menuCd=SUA0200101300) 메뉴에서 청구하시면 됩니다."
INT20736b078f094436a68e3ab0008f5c48,질의응답,광고선전비 홍보제작,UAS,광고선전비,제한사용(정직원+Y사번),393,12,팜플렛,광고선전비(홍보제작),"광고선전비홍보제작,광고선전비 홍보제작,홍보제작 비용,홍보제작비 처리,홍보제작비 비용,홍보제작비 계정,홍보제작 비용 처리,홍보제작 계정,인쇄물,영상물,팜플렛,광고물",_vpasys / _vpasys,2022.01.09 22:59:32 / 2022.01.09 23:48:01,2022.01.09 23:48:01,"광고선전비(홍보제작) 계정 안내 
||||
  **▶계정내용**
1. 사내 광고선전 목적의  홍보물 제작비
(팜플렛 등 인쇄물, 영상물, 온라인홍보물, 현수막 부외 광고물, 시무식 영상, 채용목적의 유인물 제작 등)

 
  **▶계정처리기준 및 주의사항**

1.  **[[SINGLEX UAS> 경비품의서 > 일반경비  > 광고/외부단체 > 광고홍보 집행품의서]](https://uas-lgcns.singlex.com/service/view.ncd?menuCd=XCNS0400300110&subMenuCd=XCNS0400300110&P_SCREEN_CD=PD_GP&P_COMP_CD=L4200001&P_PR_TYPE=GP&P_PR_NO=)** 사전품의 必"
INTde7c9a6726ee42bd94c0889632a58189,질의응답,광고선전비 그룹공통,UAS,광고선전비,제한사용(정직원+Y사번),31,2,광고선전비 그룹공통,광고선전비(그룹공통),"광고선전비그룹공통,광고선전비 그룹공통",_vpasys / _vpasys,2022.01.09 22:59:24 / 2022.01.09 23:45:25,2022.01.09 23:45:25,"광고선전비(그룹공통) 계정 안내 
||||
  **▶계정내용**
1. LG 사이언스홀 운영, 곤지암리조트 옥외광고 등 그룹공통 관련 광고 배분비

 
  **▶계정처리기준 및 주의사항**

1. IO2.01.3.002.2.로 처리,  홍보팀 전표입력
2. **[[SINGLEX UAS> 경비품의서 > 일반경비  > 광고/외부단체> 광고홍보 집행품의서]](https://uas-lgcns.singlex.com/service/view.ncd?menuCd=XCNS0400300110&subMenuCd=XCNS0400300110&P_SCREEN_CD=PD_GP&P_COMP_CD=L4200001&P_PR_TYPE=GP&P_PR_NO=)** 사전품의 必"
INT13bec8ede84c4cae824f0e7d08d3db95,질의응답,지급수수료 회계법인,UAS,지급수수료,제한사용(정직원+Y사번),422,5,* 지급수수료회계법인,지급수수료(회계법인),"지급수수료회계법인,지급수수료 회계법인,회계법인 비용 처리,회계법인 비용,회계법인 계정",_vpasys / _vpasys,2022.01.09 22:59:18 / 2022.01.09 23:43:46,2022.01.09 23:43:46,"지급수수료(회계법인) 계정 안내 
||||
  **▶계정내용**
1. 회계감사 수수료
2. 회계법인 계약전 재무회계팀장 검토 必
3. **[[SINGLEX UAS>경비 품의서>일반경비 > 세무/회계 > 회계용역계약]](https://uas-lgcns.singlex.com/service/view.ncd?menuCd=XCNS0400300130&subMenuCd=XCNS0400300130&P_SCREEN_CD=PD_GW&P_COMP_CD=L4200001&P_PR_TYPE=GW&P_PR_NO=)** 사전품의 必"
INT1169ca2d909146138632ec779cfbca80,질의응답,세금과공과 기타,UAS,세금과공과,제한사용(정직원+Y사번),150,2,* 세금과공과기타,세금과공과(기타),"세금과공과기타,세금과공과 기타",_vpasys / _vpasys,2022.01.09 22:59:40 / 2022.01.09 22:59:40,2022.01.09 22:59:40,"세금과공과(기타) 계정 안내 
||||
  **▶계정내용**
1. 교통유발부담금, 환경개선부담금, 도로점용료 등

 
  **▶계정처리기준 및 주의사항**

1. **SINGLEX UAS 공지사항 - 전결규정** 예산집행전결예외기준 1.4. 참조"
INT564354a9c8254633aa2b10af6142fef7,질의응답,여비교통비 시외 전임통근,UAS,"여비교통비,전임",제한사용(정직원+Y사번),400,7,시외 전임 통근비 비용,여비교통비(시외-전임통근),"여비교통비시외-전임통근,여비교통비 시외 전임 통근,시외 전임 통근비 비용 처리,시외 전임 통근비 비용,시외 전임 통근비 처리,시외 전임 통근비 계정,전임통근",_vpasys / _vpasys,2022.01.09 22:59:40 / 2022.01.09 22:59:40,2022.01.09 22:59:40,"여비교통비(시외-전임통근) 계정 안내 
||||
  **▶계정내용**
1. 출장일수 1년이상 근무지이동 & 대중교통 이용한 출/퇴근시간 2시간 이상인 경우
발령시점에서 1년 이상 근무지 이동인 경우로 거리요건과 시간요건이 충족되는 원격지 교통비
2. 고객사의 이동 및 회사의 명에 의해 현근무지/거주지부터 대중교통으로 출퇴근이 불가능한 지역(격오지)에서의 업무 수행 시 출/퇴근 비용의 일부를 지원하는 경우

 
  **▶계정처리기준 및 주의사항**

1. 출장관리규정 원격지 교통비 지원대상 참조
2. **[[출장/전임통근 SINGLEX UAS 품의서]](https://uas-lgcns.singlex.com/service/view.ncd?menuCd=XCNS0400300150)** 사전 必 
3. 주근무지, 거주지의 출장근무지간의 거리 40km이상(서울/경기 내 출장 中)
4. →  주근무지 : 발령시점을 기준으로 동일 목적의 업무를 지속적으로 1년 이상 수
행할 경우 해당지역을 주근무지로 판단함.
5. 매월초 개인별 한도비용 인사지원팀에서 부여.→ 한도초과시 처리불가
6. 하이패스 충전비 , 대리운전비 처리불가"
INT3d2f739cc9d44a77b51ed3096c63e7f8,질의응답,세금과공과 공과금,UAS,세금과공과,제한사용(정직원+Y사번),31,7,공과금 계정,세금과공과(공과금),"세금과공과공과금,세금과공과 공과금,공과금 비용 처리,공과금 비용,공과금 계정,공과금 처리,공과금",_vpasys / _vpasys,2022.01.09 22:59:38 / 2022.01.09 22:59:38,2022.01.09 22:59:38,"세금과공과(공과금)  계정 안내 
||||
  **▶계정내용**
1. 공공기관에서 납부하는 세금,
2. 장애인고용부담금 등(인사지원팀 일괄편성)

 
  **▶계정처리기준 및 주의사항**

1. **SINGLEX UAS 공지사항 - 전결규정** 예산집행전결예외기준 1.4. 참조
2. 인천센터관리팀(3.1.2.3.0), 상암IT센터사업팀(2.2.3.4.1.) 팀장 전결"
INT877ffced821c4294808f4a9c10b7abc9,질의응답,세금과공과 회비,UAS,세금과공과,제한사용(정직원+Y사번),200,7,회비 비용 처리,세금과공과(회비),"세금과공과회비,세금과공과 회비,회비 처리,회비 계정,회비 비용 처리,회비 비용,협회비",_vpasys / _vpasys,2022.01.09 22:59:38 / 2022.01.09 22:59:38,2022.01.09 22:59:38,"세금과공과(회비)  계정 안내 
||||
  **▶계정내용**
1. 협회/학회 등 각종 외부단체의 가입 및 연회비등(전경련, 상공회의소 등)

 
  **▶계정처리기준 및 주의사항**

1. **[[SINGLEX UAS>경비 품의서>일반경비 > 광고/외부단체 > 외부단체 회비납부 품의서]](https://uas-lgcns.singlex.com/service/view.ncd?menuCd=XCNS0400300110&subMenuCd=XCNS0400300110&P_SCREEN_CD=PD_GO&P_COMP_CD=L4200001&P_PR_TYPE=GO&P_PR_NO=)** 사전품의 필득
 * 비정기적인 특별회비는 기부금처리(세무회계팀 사전 협의)"
INTd3125a390d9a437397d5c311a7c05411,질의응답,프로젝트 소모품비,UAS-통제예산,"소모품비,it,cctr,프로젝트,소모품비",제한사용(정직원+Y사번),1765,8,팀 소모품비,프로젝트 소모품비 예산,"프로젝트 소모품비 예산,it코드 소모품비 예산,프로젝트 서브원,팀 소모품비,프로젝트 소모품비,프로젝트 소모품 비용 처리,프로젝트 사무용품 비용 처리,프로젝트 소모품비 비통제 계정",_vpasys / _vpasys,2022.01.09 22:59:38 / 2022.01.09 22:59:38,2022.01.09 22:59:38,"**프로젝트 소모품비 비통제 계정 신설**

||||

프로젝트에서 사용하는 소모품비는 통제 → 비통제로 변경되어 예산없이 사용가능합니다. 

▶ **(5250820) 소모품비(Pjt.)**
* 프로젝트에서 사용하는  사무용 문구류, 커피/차, 컴퓨터 주변기기, 기타 소모성 물품 구매 비용
* PM등 프로젝트 투입인원만 사용 가능
* 소모품비(Pjt.) 계정은 프로젝트 코드만 사용 가능
* IT 코드는 사용 불가"
INT982ff68f0c954afbbb41ff70c1da37c9,질의응답,출장통근 품의서 조회 안됨,UAS,"품의서,전임비",제한사용(정직원+Y사번),980,12,* 시외출장전임통근 품의서가 조회되지 않습니다,시외출장/전임통근 품의서가 조회되지 않습니다,"시외출장전임통근 품의서가 조회되지 않습니다,여비교통비시외출장전임통근 품의서가 조회되지 않음,시외 출장 품의서 조회 안됨,전임 통근 품의서 조회 안됨,시외 출장 품의서가 안보여,전임 통근 품의서가 안보여,시외출장 품의서가 안보임,전임 통근 품의서가 안보임,시외출장 전임통근 품의서가 안보임,여비교통비시외출장전임통근 품의서가 안보임,여비교통비시외출장전임통근 품의서가 조회 안돼,출장통근 품의서 조회 안됨",_vpasys / _vpasys,2022.01.09 22:59:37 / 2022.01.09 22:59:37,2022.01.09 22:59:37,"기존에 요청한 [[여비교통비(시외출장/전임통근) 품의서]](https://uas-lgcns.singlex.com/service/view.ncd?menuCd=XCNS0400300150)의 기간이 초과된 경우, 품의서를 다시 작성하셔야 합니다. 

기존에 작성한 품의서의 출장 기간을 확인해 주세요."
